code_student;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29
1;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;206;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;113;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;284;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;565;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;208;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;421;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;2617;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1967;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;918;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;124;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;119;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;745;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;128;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;873;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25;39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;385;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;1062;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;937;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;231;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;288;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;223;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;164;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;611;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40;81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41;111;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;109;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46;306;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47;317;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;356;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;430;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51;496;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53;536;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;219;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;745;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58;804;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;378;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61;77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;1006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64;467;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65;37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66;221;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67;3727;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68;1876;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
69;154;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70;51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;109;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72;739;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74;264;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75;250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
77;181;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
78;229;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
79;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80;144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
81;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
82;590;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
84;146;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
85;143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
86;67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
87;150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88;329;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;359;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93;101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
94;166;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
95;566;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
96;480;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
98;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;1486;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
101;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
102;437;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
104;707;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
105;625;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
106;347;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
107;141;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
110;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
111;693;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
114;229;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
115;606;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
116;206;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
118;69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
120;68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
121;971;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
123;58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
125;206;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
126;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
127;577;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
129;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
131;193;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
134;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
135;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
136;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
137;88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
138;160;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
139;478;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
140;540;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
141;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
142;428;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
143;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
144;144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
145;696;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
146;389;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
147;271;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
148;585;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
149;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
151;186;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
153;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
154;422;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
155;609;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;366;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
157;313;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
158;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
159;89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
160;365;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
162;97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
163;164;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
164;871;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
165;63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
166;262;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
167;218;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
168;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
169;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
170;197;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
172;232;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
173;153;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
174;139;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
176;476;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
177;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
178;655;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
179;742;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
180;173;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
181;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
182;41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
183;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
184;141;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
185;204;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
186;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
187;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
188;172;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
189;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
191;479;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
192;132;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;321;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
194;125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
195;37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
