code_student;0;1;2;3;4;5;7;8;9;10;11;12;13;14;15;16;18;19;20;21;22;23;24;26;27;28;29
1;272;217;0;0;0;0;0;0;1;0;3;0;0;0;0;0;61;0;0;0;0;0;0;0;0;0;2
2;46;0;0;7;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3;65;50;16;40;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0
4;120;2;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14
5;273;47;113;107;42;8;76;6;165;1;16;38;17;13;0;0;106;15;24;0;0;40;6;0;0;6;256
6;281;126;114;84;107;182;169;74;36;77;88;127;37;49;69;24;215;32;19;67;21;29;29;42;11;22;212
7;122;0;53;45;33;29;22;0;5;38;59;43;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0
8;245;162;129;32;135;195;100;16;0;1;57;45;37;0;0;0;194;47;37;32;35;0;0;0;0;1;0
9;267;256;169;167;171;256;204;106;101;126;76;131;148;37;0;0;58;34;61;0;0;70;61;15;0;12;257
10;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12;259;35;96;14;7;8;10;5;6;35;20;54;50;30;54;0;189;13;41;7;27;15;48;34;27;1;63
13;259;0;0;0;0;0;0;0;0;0;142;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14;285;7;216;107;4;203;197;177;174;172;155;132;126;120;118;5;94;86;82;75;70;57;51;26;23;21;10
15;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16;130;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17;244;20;118;88;142;16;57;114;97;151;141;139;135;126;60;13;195;15;5;39;67;65;59;40;9;23;237
18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19;42;0;2;1;11;16;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0
20;69;3;1;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
21;275;248;166;219;35;211;197;190;147;146;150;145;111;102;31;93;235;90;83;73;73;73;59;3;1;29;230
22;272;140;126;16;28;16;190;31;162;31;113;74;90;0;4;39;45;42;42;0;42;42;0;0;42;58;0
